,Unnamed: 0,place_name,description,province,etymology
314,314,Dufferin,"Dufferin: county in Ontario, formed in 1875 out of
    townships cut off from the counties of Simcoe and Wellington. It was named after the Right Honourable Frederick
    Temple Blackwood, 1826-1902, made Marquis of Dufferin
    and Ava in 1888, but had succeeded to his father’s title,
    Baron Dufferin, in 1841. The dignity of Dufferin was
    taken from the barony or territorial division of Dufferin,
    County Down, Ireland. The title Ava was taken from
    the province of Ava, British India, formerly the kingdom[87] of Burma, annexed to the Indian Empire during the viceroyship
    of Dufferin. The Marquis was descended from a distinguished
    family and was educated at Eton and Oxford. He was a
    powerful and graceful orator, a diplomat, a statesman
    and a litterateur of high rank. During his career Dufferin
    was British Ambassador at all the important capitals of
    Europe. He was Governor-General of Canada from
    1872-’78, and Viceroy of India from 1884-’88. He made
    a voyage of 6,000 miles in his yacht The Foam, in 1853,
    to Iceland, and soon after published Letters from High
    Latitudes which established his standing in literature.",Ontario,Irish
315,315,Dumfries,"Dumfries (North): township in Waterloo county, Ontario,
    formed in 1816. It took its name from Dumfries, on the river Nith,
    Scotland. In 1816 the Hon. William Dickson, of Niagara,
    purchased 90,000 acres of land along the Grand River
    which he named Dumfries after his home town in Scotland.",Ontario,Scottish
316,316,Dumfries,"Dumfries (South): township in Norfolk county, has
    the same origin.",Unknown,Scottish
317,317,Dummer,"Dummer: township in Peterborough county, Ontario,
    organized in 1821. It was named after the Hon. William Dummer Powell,
    Chief-Justice of Upper Canada. Owing to his legal education
    and natural ability his influence in state affairs in
    the new province during the first quarter of the nineteenth
    century was quite supreme. He and Bishop John
    Strachan were the unofficial advisers of the Lieutenant-Governors
    of the period.",Ontario,English
318,318,Duncan,"Duncan: city on the south-eastern coast of Vancouver
    Island, B.C. Prior to 1887 it was known as Alderlea. In that year
    the Esquimalt and Nanaimo Railway opened a station[88] there and since then it has been known as Duncan’s Station
    or Duncan after the late William Chalmers Duncan, a
    pioneer of 1862.",Unknown,Scottish
319,319,Dundas,"Dundas: county, town, and street in Ontario; also a
    group of islands and a point in the coast district of B.C. Apparently all are named after the Right Hon. Henry
    Dundas, Treasurer of the British Navy from 1783 to 1801.
    The first Lieut.-Governor of Upper Canada, General John
    Graves Simcoe (1791-’96), had an extensive official correspondence re his plans with Treasurer Dundas, and
    when he projected a military road across the province
    from east to west Simcoe named it Dundas Street. Only
    part of this highway still retains the name.",Ontario,Scottish
320,320,Dungannon,"Dungannon: township in Hastings county, Ontario,
    erected in 1857. It took its name from the town of Dungannon in the
    county of Tyrone, Ireland.",Ontario,Irish
321,321,Dunn,"Dunn: township in Haldimand county, Ontario,
    formed in 1830. It was probably named in honour of Hon. John Henry
    Dunn who was Receiver-General of Upper Canada for
    many years between 1824 and 1844. He represented for
    a term the city of Toronto in the Legislative Assembly.
    Mr. Dunn was a man of high character and moderate
    views. He died in London, England, in 1854. Dunnville,
    thriving town in this county, is also named in memory of
    Mr. Dunn.",Ontario,English
322,322,Dunnegan,"Dunnegan: Hudson’s Bay Company post, Peace River,
    Alberta. A. McLeod of Skye founded the post, naming it after
    the castle of the McLeods in Scotland.",Alberta,Scottish
323,323,Dunsmuir,"Dunsmuir: group of islands in Ladysmith harbour,
    Vancouver Island, B.C. [89] The group was named in honour of the Hon. James
    Dunsmuir, founder of the town of Ladysmith, B.C. He
    died in 1920.",Unknown,Scottish
324,324,Dunwich,"Dunwich: Elgin county, Ontario, was organized into a
    township in 1792. It took its name from Dunwich in Suffolk, England.
    It was a thriving port in the time of Edward I., but,
    being gradually undermined by the sea, it is now almost
    wholly submerged. The origin of Dunwich is doubtful. Some think it
    is from Celtic, dun, fort and wich, a station; others derive
    it from Welsh dwfu, deep and wich, a station.",Ontario,English
325,325,Durham,"Durham: county in Ontario, was named in 1792 after
    Durham county, England. There is also a town of Durham
    in Bruce county, Ontario. The word is derived from the Saxon words dur, water,
    and holme, meadow, descriptive of the situation of the
    English city.",Ontario,English
326,326,Dutton,"Dutton: enterprising village in Elgin county, Ontario. It came into existence with the Canada Southern Railway
    in 1872, Mr. A. J. Leitch was the first Postmaster
    and established the Dutton Flouring Mills. The village was named after one of the civil engineers
    who surveyed the line for the Canada Southern (now part
    of the Michigan Central Railway System). Information
    received from Colin St. Clair Leitch, K.C., of St. Thomas.",Ontario,English
327,327,Dysart,"Dysart: township in Haliburton district, Ontario, surveyed
    in 1860. It took its name from the town of Dysart, Fifeshire,
    Scotland. The place is of ancient date, possessing
    remains of the Romans and Danes. It is a thriving seaport,
    exporting coal, salt and linen. [90]",Ontario,Scottish
328,328,Earl Grey,"Earl Grey: mount and pass, Kootenay district, B.C.,
    and river emptying into Lake Aylmer, Mackenzie district,
    N.W.T. They are named in honour of Earl Grey, 1851-1917,
    Governor-General of Canada, 1904-’11. He made a horseback
    trip over this pass in 1907.",Unknown,English
329,329,Easthope,"Easthope: township in Perth county, Ontario, organized
    in 1830. It was named in honour of Sir John Easthope, 1784-1865.
    He was a member of the British parliament for
    many years, and a director of the Canada Land Company.",Ontario,English
330,330,Eastnor,"Eastnor: township in Bruce county, Ontario, formed
    in 1855. It took its name from John Somers Cocks, Viscount
    Eastnor of Eastnor Castle, County of Hereford, England.
    The name was suggested by Sir Edmund Head, the Governor-General
    of Canada at this period. Lady Head and
    the Viscountess Eastnor were sisters, daughters of the
    Rev. Philip Yorke, of Ely county, Cambridge, England.",Ontario,English
331,331,Edgar,"Edgar: township in Nipissing district, Ontario. It was surveyed in 1887 and named in honour of Sir
    James Edgar, M.P. Mr. Edgar was born in the Eastern
    townships of Quebec in 1841, studied law and was called
    to the bar in 1864 and practised in Toronto. He was
    elected to parliament for Monck in 1872 and for West
    Ontario in 1884, chosen Speaker in 1896 and knighted in
    1898. His career was closed by death on July 31, 1899.
    Sir James was a man of versatile capacity—law, politics
    literature. Ardent patriotism was evidenced in all.",Ontario,English
332,332,Edith Cavell,"Edith Cavell: mount near Jasper, Alberta. It commemorates an English nurse of the Great War.
    Miss Cavell was shot by the Germans at Brussels, October,
    1915, for aiding convalescent soldiers to escape. A fine
    monument in her memory stands at Trafalgar Square,
    London, Eng.",Alberta,English
333,333,Edmonton,"Edmonton: the capital of Alberta. It took its name from Fort Edmonton, built in 1795,
    twenty miles farther down the North Saskatchewan
    River, by George Sutherland, of the Hudson’s Bay Company.
    It was named after Edmonton, near London, England,
    probably as a compliment to John Prudens, Sutherland’s
    clerk, who was born there. This fort was destroyed
    by the Indians in 1807. A new fort of the same name
    was built in 1808 on the slope of the high bank within
    the limits of the present city of Edmonton. Later the
    word fort fell into disuse and when the first post office
    was opened on February 1, 1877, it was named simply,
    Edmonton. Cowper has immortalized the English town in his
    “History of John Gilpin”:",Alberta,English
