,CGNDB ID,place_name,ISO Language Code,language,Syllabic Form,term,category,Concise Code,Toponymic Feature ID,lat,long,Location,province,relevance,Decision Date,Source,Unnamed: 0.1,Unnamed: 0,description,etymology,merge_type,source
1553,FBHBE,Georgetown,und,Undetermined,,Urban Community,Populated Place,UNP,3ebd109ac6ce11d892e2080020a0f4c9,43.64689,-79.91013,Halton,Ontario,1000000,1/1/1974,Ontario-Ministry of Natural Resources and Forestry,416.0,416.0,"Georgetown, Georgia, Georgian and Georgina. Georgetown
    is a thriving town in Halton county, Ontario. Georgia is a strait between Vancouver Island and the
    mainland of B.C. Georgian is a bay, the eastern arm of Lake Huron,
    Ontario. Georgina is a township in York county, Ontario, organized
    in 1815. These names represent the laboured efforts of authorities
    to honour King George III. in the nomenclature of
    Canada. In 1929 the Federal Government, through the Department
    of the Interior, set aside twenty-eight islands in
    Georgian Bay for a new National Park. Beausoleil is the
    largest and most interesting. It comprises 2,712 acres.
    Its name signifies “beautiful and sunny”. It possesses
    great scenic beauty and historic interest. This island is
    connected with the triple battle of St. Louis, March, 1649,
    on the Ridge just above the site of Port McNichol. After
    their defeat by the Iroquois, refugees from the other
    Indian tribes came to Beausoleil and settled there and the
    ruins of some of their buildings may still be seen. These islands were acquired from the Indians by the
    Crown in 1856. The new National Park is reached by
    boat from either Midland or Penetang, Ontario. [115]",English,exact,Armstrong (1930)
1564,JDGBX,Gingolx,ncg,Nisg?aa,,Community,Populated Place,UNP,12a44c96d05311d892e2080020a0f4c9,54.9941667,-129.9558333,Range 5 Coast Land District,British Columbia,1000000,5/11/2000,"British Columbia-Tourism, Arts, Culture and Sport",,,,Indigenous,exact,Canadian Geographic Names Database
1567,JDCAF,Gitwinksihlkw,ncg,Nisg?aa,,Community,Populated Place,UNP,a4e744c1c6cb11d892e2080020a0f4c9,55.1930556,-129.2208333,Cassiar Land District,British Columbia,1000000,7/17/1989,"British Columbia-Tourism, Arts, Culture and Sport",,,,Indigenous,exact,Canadian Geographic Names Database
1596,FBITW,Gowganda,mis,Uncoded languages,,Dispersed Rural Community,Populated Place,UNP,0c3d5a18849c20c3d337439a923ae3d4,47.64917,-80.77038,Timiskaming,Ontario,1000000,3/2/1950,Ontario-Ministry of Natural Resources and Forestry,,,,Indigenous,exact,Canadian Geographic Names Database
1628,FBJNY,Grey,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,3ee5f55ec6ce11d892e2080020a0f4c9,45.2613889,-75.5611111,Carleton,Ontario,1000000,12/12/1974,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
1634,JAEZN,Greenwood,und,Undetermined,,City,Populated Place,CITY,0c8cb998849c20c3641ea29c1b322d1d,49.088333,-118.676389,Similkameen Division Yale Land District,British Columbia,1000000,10/6/1955,"British Columbia-Tourism, Arts, Culture and Sport",436.0,436.0,"Greenwood: city in British Columbia, incorporated in
    1897. Robert Wood was the first settler in 1895 and he
    owned the town site which was covered with green timber.
    These facts suggested the name, Greenwood. [120]",English,exact,Armstrong (1930)
1640,FBKES,Griffith,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c3e1c5e849c20c36fe338daa7e736ed,45.2422222,-77.1691666,Renfrew,Ontario,1000000,3/2/1948,Ontario-Ministry of Natural Resources and Forestry,439.0,439.0,"Griffith: township in Renfrew county, Ontario, formed
    in 1859. The origin of the name is quite uncertain. Several
    officers of the name distinguished themselves in the naval
    and military service of the British Empire. Some think
    the township was named in honour of Colonel Griffith who
    commanded the Greys at Balaclava, 1854.",English,exact,Armstrong (1930)
1641,FBKFL,Grimsby,und,Undetermined,,Town,Populated Place,TOWN,8e729776c6be11d892e2080020a0f4c9,43.18584,-79.57266,Niagara,Ontario,1000000,1/1/1970,Ontario-Ministry of Natural Resources and Forestry,440.0,440.0,"Grimsby: township, North, and South Lincoln county,
    Ontario, were surveyed in 1792. Grimsby is also the name
    of a charming town in this county. The name is taken from Great Grimsby, Lincolnshire,
    England. There is a tradition about the name. It is said
    that a local fisherman named Grime found a Danish
    Prince named Havelock in a boat adrift and took care of[121] the lad who, grown to maturity, married the daughter of
    the King of England. In confirmation the story runs that
    Danish conquerors granted special favours to Grime’s
    by or town, that is Grimsby. The surname Grim is very
    common in England.",English,exact,Armstrong (1930)
1657,FBKZC,Hagersville,und,Undetermined,,Urban Community,Populated Place,UNP,3efb0400c6ce11d892e2080020a0f4c9,42.9619445,-80.0516667,Haldimand,Ontario,1000000,4/1/1974,Ontario-Ministry of Natural Resources and Forestry,451.0,451.0,"Hagersville: incorporated village in Haldimand
    county, Ontario. The village is named after Charles and David Hager,
    pioneers here, who arrived in 1845. They were of U.E.
    Loyalist descent.",English,exact,Armstrong (1930)
1660,FBLEV,Haliburton,und,Undetermined,,Compact Rural Community,Populated Place,UNP,02eda167c6ce11d892e2080020a0f4c9,45.0486111,-78.5075,Haliburton,Ontario,1000000,12/31/1988,Ontario-Ministry of Natural Resources and Forestry,455.0,455.0,"Haliburton: district in Ontario, organized in 1875. It was named in honour of Thomas Chandler Haliburton,
    born in Windsor, Nova Scotia, in 1796, died in
    Isleworth, England, in 1865. Mr. Haliburton studied law
    and was called to the bar in 1820. He was appointed
    Judge of the Supreme Court of Nova Scotia in 1840.
    Haliburton is also one of Canada’s most distinguished
    authors. His greatest work is The Clockmaker, or Sayings
    and Doings of Samuel Slick of Slickville. In 1842 he
    took up his residence in England and in 1859 was elected
    M.P. for Launceston.",English,exact,Armstrong (1930)
1664,GBSLL,Hamiota,und,Undetermined,,Town,Populated Place,TOWN,7d8bb11bbee311d892e2080020a0f4c9,50.180555,-100.596111,8-14-23-W,Manitoba,1000000,5/27/2011,MB-Natural Resources and Northern Development,461.0,461.0,"Hamiota: post village and municipality in Marquette
    county, Manitoba. The name is contracted from Hamilton, (which see)
    and Sioux Indian otah meaning “much, too many”, that
    is “too many Hamiltons”. The original name of the place
    was Hamilton from a large family of settlers of that
    name. On account of mail going to Hamilton, Ontario, in
    mistake, the name was changed to Hamiota.",Indigenous,exact,Armstrong (1930)
1676,IAINT,Hardisty,und,Undetermined,,Town,Populated Place,TOWN,7c7b6a8dd05511d892e2080020a0f4c9,52.675,-111.3044444,6-43-9-W4,Alberta,1000000,1/1/1995,AB-Ministry of Culture and Status of Women,465.0,465.0,"Hardisty: town and mount, Alberta. They were named after Richard Hardisty, 1831-’89.
    He was Chief Factor, Hudson’s Bay Company, Edmonton
    district, for many years and later Senator of the
    Dominion.",English,exact,Armstrong (1930)
1683,FBMCB,Harrison,und,Undetermined,,Community,Populated Place,UNP,61e5b9dcc6cd11d892e2080020a0f4c9,43.91198,-80.87017,Wellington,Ontario,1000000,1/1/1999,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
1689,FAXTC,Hagarty,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0d0aef5d849c20c39bb630ba157d9289,49.4755555,-82.6811111,Cochrane,Ontario,1000000,5/1/1952,Ontario-Ministry of Natural Resources and Forestry,,,,Irish,fuzzy,Armstrong (1930)
1691,FBMGF,Sherwood,und,Undetermined,,Compact Rural Community,Populated Place,UNP,0d035da4849c20c3df2d8b4f683dc18d,44.14,-78.1805556,Northumberland,Ontario,1000000,12/1/1931,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
1692,FBMHE,Hastings,und,Undetermined,,Community,Populated Place,UNP,620c068fc6cd11d892e2080020a0f4c9,44.3108333,-77.9625,Peterborough,Ontario,1000000,1/1/2001,Ontario-Ministry of Natural Resources and Forestry,470.0,470.0,"Hastings: county, Ontario, erected in 1792. It was named in honour of Francis Rawdon, Marquis
    of Hastings, son of Sir John Rawdon, Earl of Moira and
    his third wife, Elizabeth Hastings, daughter of the ninth
    Earl of Huntingdon, 1754-1826. He gave the Empire
    distinguished military service in America and India.
    Rawdon succeeded to the Earldom of Moira in 1793 and
    was made Marquis of Hastings for his services as
    Governor of Bengal. The Hastings family got its title from the town of
    Hastings in Sussex, England. It took its name from a
    Danish sea-captain who built a fort there in the Danish
    invasions of the ninth century.",English,exact,Armstrong (1930)
1694,JAPHA,Hatzic,mis,Uncoded languages,,Community,Populated Place,UNP,17f144ddc6ce11d892e2080020a0f4c9,49.1497222,-122.2511111,New Westminster Land District,British Columbia,1000000,1/22/1979,"British Columbia-Tourism, Arts, Culture and Sport",,,,Indigenous,exact,Canadian Geographic Names Database
1716,FDGDS,Hepworth,und,Undetermined,,Community,Populated Place,UNP,42a100e9c6ce11d892e2080020a0f4c9,44.63377,-81.1357,Bruce,Ontario,1000000,1/1/1999,Ontario-Ministry of Natural Resources and Forestry,475.0,475.0,"Hepworth: pleasant village in Grey county, Ontario. Apparently the name is derived, through a misuse of
    the aspirate, from Epworth, a small town in the county
    of Lincoln, England, from which doubtless some of the
    first settlers came. It is said to have been suggested by
    an English pioneer named Mr. Spencer. John Wesley,
    the founder of Methodism, was born there. The word Epworth is derived from Eppa, a person’s
    name, and old English worth meaning “a farm”, that
    is “the farm of Eppa”.",English,exact,Armstrong (1930)
1723,FBNLE,Hiawatha,ono,Onondaga,,Dispersed Rural Community,Populated Place,UNP,0c3ffa8e849c20c3682ad17dcf8556e8,44.1794444,-78.205,Peterborough,Ontario,1000000,12/1/1931,Ontario-Ministry of Natural Resources and Forestry,,,,Indigenous,exact,Canadian Geographic Names Database
1732,FBNXO,Hillier,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0d036667849c20c3f26cd520e47be92c,45.3521,-79.09314,Muskoka,Ontario,1000000,1/17/1951,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
1766,EGRNU,Huntingdon,und,Undetermined,,Town,Populated Place,CITY,26321635be2a11d892e2080020a0f4c9,45.08738,-74.175302,Huntingdon; Le Haut-Saint-Laurent,Quebec,1000000,12/5/1968,Quebec-Commission de Toponymie,503.0,503.0,"Huntingdon: county in southern Quebec. It took its name, by proclamation of 1792, from the
    shire of Huntingdon, England. Huntington township, Hastings county, Ontario, was
    organized in 1798. Its origin is the same as Huntingdon,
    only a “t” has been substituted for the “d”.",English,exact,Armstrong (1930)
1776,EGQHJ,Iberville,und,Undetermined,,Municipality,Populated Place,VILG,96db233bbe2911d892e2080020a0f4c9,48.394744,-71.677721,Hébertville; Lac-Saint-Jean-Est,Quebec,1000000,12/5/1968,Quebec-Commission de Toponymie,,,,French,fuzzy,Armstrong (1930)
1777,FBPXS,Milverton,und,Undetermined,,Locality,Populated Place,UNP,63c3c7dac6cd11d892e2080020a0f4c9,43.07884,-81.38206,Middlesex,Ontario,1000000,1/1/1998,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
1781,FBQEM,Ingersoll,und,Undetermined,,Town,Populated Place,TOWN,8ec4fd3ec6be11d892e2080020a0f4c9,43.04062,-80.87399,Oxford,Ontario,1000000,1/1/2001,Ontario-Ministry of Natural Resources and Forestry,511.0,511.0,"Ingersoll: thriving and picturesque town in Oxford
    county, Ontario. It was named after Colonel Charles Ingersoll, a U.E.
    Loyalist, who settled in this district in 1793. He became
    the first postmaster of the village of Ingersoll in 1821. [141]",English,exact,Armstrong (1930)
1784,CARKI,Ingonish,mic,"Mikmaw, Migmaw",,Community,Populated Place,UNP,faedef15af6e11d892e2080020a0f4c9,46.691905,-60.367833,Victoria,Nova Scotia,1000000,6/26/2007,Nova Scotia-Department of Internal Services,,,,Indigenous,exact,Canadian Geographic Names Database
1788,FELTI,Innisfil,und,Undetermined,,Town,Populated Place,TOWN,3d84425cc6ce11d892e2080020a0f4c9,44.27462,-79.618,Simcoe,Ontario,1000000,1/1/1991,Ontario-Ministry of Natural Resources and Forestry,512.0,512.0,"Innisfil: township in Simcoe county, Ontario, surveyed
    in 1822. The word is a shortened form of Innisfail, one of the
    poetical names for Ireland.",Irish,exact,Armstrong (1930)
1812,FBROR,Ellice,und,Undetermined,,Compact Rural Community,Populated Place,UNP,0c423e06849c20c3f3329f47fe7c3678,49.68547,-87.52789,Thunder Bay,Ontario,1000000,6/2/1950,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
1820,FBSGG,Johnstown,und,Undetermined,,Compact Rural Community,Populated Place,UNP,0c429ad6849c20c37ca93d1ab3a96e3e,44.7480555,-75.4697222,Grenville,Ontario,1000000,11/3/1955,Ontario-Ministry of Natural Resources and Forestry,520.0,520.0,"Johnstown: hamlet situated on the St. Lawrence
    River in Grenville county, Ontario, and former name of
    a district in Upper Canada, embracing the present counties
    of Leeds and Grenville and parts of two townships
    in each of the counties of Lanark and Carleton. They took their name from the celebrated U.E. Loyalist,
    Sir William Johnson. Before the Thirteen Colonies
    declared their Independence in 1776, Rev. John Stuart,
    D.D., Episcopal clergyman, had been missionary to the
    Mohawks in the state of New York. Sir William Johnson
    (married Molly Brant, sister of Chief Joseph Brant)
    secured from Governor Clinton a grant of land for him
    which Dr. Stuart named Johnstown in honour of his
    patron. In consequence of his loyalty to the British
    Crown, Stuart had to remove to Canada in 1781. The
    Government granted him land in Grenville county, which
    he named New Johnstown, the village subsequently be[146]coming
    the first capital (county town) and giving its
    name to the entire district. Here in 1792 Simcoe was
    given a royal reception. The Dominion Government has recently decided
    (1928) to expropriate this land of historical associations
    along the shore of the St. Lawrence from Windmill Point
    to Johnstown Creek on which to erect the Great Lakes
    Grain Terminal, and has opened (1930) Port Johnstown
    post-office.",English,exact,Armstrong (1930)
1826,FBSTO,Kagawong,otw,Odawa,,Compact Rural Community,Populated Place,UNP,0c42e7d3849c20c3d5910e0025b10908,45.9077778,-82.2594445,Manitoulin,Ontario,1000000,7/6/1950,Ontario-Ministry of Natural Resources and Forestry,,,,Indigenous,exact,Canadian Geographic Names Database
1828,FBSWO,Kaladar,und,Undetermined,,Compact Rural Community,Populated Place,UNP,0c42f770849c20c3386926b4837ed53f,44.6483334,-77.1213889,Lennox and Addington,Ontario,1000000,1/7/1947,Ontario-Ministry of Natural Resources and Forestry,527.0,527.0,"Kaladar: township in Addington county, Ontario,
    erected in 1820. The origin of this name is uncertain. Some writers
    think the word may be derived from an East Indian word, Killahdar or Killedar, meaning “the Governor of a Fort”.
    Kalandar is a term applied to a vagrant saint in India.
    There is a tradition in the township that its name is a
    corruption of “kill a deer”.",Unknown,exact,Armstrong (1930)
